Reward,Demand_Satisfaction_Pct,Total_Deficit_Tonnes,Total_Surplus_Tonnes,Export_Revenue_EUR,Import_Cost_EUR,Net_Economic_EUR,Land_Utilization_Pct,Crop_Diversity_Index,Adverse_Weather_Ratio,Model,Seed
810355.5264319755,33.33333333333333,20733.56079962267,253109344.80432683,80994990337.38458,5737694.187030647,80989252643.19756,33.33333333333333,2.1015654901674843,0.3364485981308411,DQN,71724
815636.9830311058,33.33333333333333,21331.7133596574,254758617.25085077,81522757520.27225,5959217.161666494,81516798303.11058,33.33333333333333,2.1015654901674843,0.308411214953271,DQN,32832
823305.290357739,33.33333333333333,21431.38564258917,257150519.40150508,82288166208.48163,5937172.707729585,82282229035.7739,33.33333333333333,2.1015654901674843,0.24299065420560748,DQN,79127
817837.1576846212,33.33333333333333,21553.85579980681,255445614.99503776,81742596798.41208,5981029.949972214,81736615768.46211,33.33333333333333,2.1015654901674843,0.29906542056074764,DQN,83435
823857.949331182,33.33333333333333,21349.225709669823,257323246.34063274,82343438829.00247,5943895.884255404,82337494933.11821,33.33333333333333,2.1015654901674843,0.24299065420560748,DQN,18479
820122.9620682538,33.33333333333333,21231.248458468574,256157803.9942096,81970497278.14706,5901071.321681721,81964596206.82538,33.33333333333333,2.1015654901674843,0.27102803738317754,DQN,62509
816889.3967740424,33.33333333333333,21653.663095664728,255147071.21105045,81647062787.53615,6023110.131915696,81641039677.40424,33.33333333333333,2.1015654901674843,0.2616822429906542,DQN,52803
821962.2093411642,33.33333333333333,20620.11115924237,256730485.1425383,82153755245.61226,5834311.495832654,82147920934.11642,33.33333333333333,2.1015654901674843,0.24299065420560748,DQN,39802
806232.1410580842,33.33333333333333,20488.272536818313,251820464.9115257,80582548771.68822,5634665.879791137,80576914105.80843,33.33333333333333,2.1015654901674843,0.3364485981308411,DQN,27905
809729.3667736914,33.33333333333333,20699.091633959048,252914937.8449316,80932780110.37811,5743433.008973632,80927036677.36914,33.33333333333333,2.1015654901674843,0.35514018691588783,DQN,61326
815282.8948785946,33.33333333333333,20596.33212886128,254643242.25588834,81485837521.88428,5648034.024829421,81480189487.85945,33.33333333333333,2.1015654901674843,0.2523364485981308,DQN,82354
820405.5323205191,33.33333333333333,21341.33911905812,256241851.6004179,81997392512.13373,5939280.081822902,81991453232.05191,33.33333333333333,2.1015654901674843,0.205607476635514,DQN,34961
820654.3997106524,33.33333333333333,21417.820234647028,256327195.74805823,82024702639.37863,5962668.313382635,82018739971.06525,33.33333333333333,2.1015654901674843,0.3177570093457944,DQN,33415
815964.0568783653,33.33333333333333,20704.8996464073,254861369.1576148,81555638130.43674,5732442.60020199,81549905687.83653,33.33333333333333,2.1015654901674843,0.32710280373831774,DQN,86264
817491.8795276092,33.33333333333333,21259.346757917978,255339244.3834698,81708558202.71033,5870249.949401457,81702687952.76093,33.33333333333333,2.1015654901674843,0.32710280373831774,DQN,75550
825202.318590595,33.33333333333333,20414.924498919805,257741865.51102394,82477396963.52766,5665104.468161369,82471731859.05951,33.33333333333333,2.1015654901674843,0.2336448598130841,DQN,72763
806779.4800978085,33.33333333333333,22430.488811140378,251992034.09164765,80637450909.32726,6202899.546407093,80631248009.78085,33.33333333333333,2.1015654901674843,0.3177570093457944,DQN,59222
816227.7767651319,33.33333333333333,20439.07374555122,254941325.18788257,81581224060.12242,5746383.60924,81575477676.51318,33.33333333333333,2.1015654901674843,0.2897196261682243,DQN,10094
812014.401068189,33.33333333333333,22878.97446902906,253629745.97377875,81161518711.6092,6378604.790308637,81155140106.8189,33.33333333333333,2.1015654901674843,0.3364485981308411,DQN,15046
812010.435894617,33.33333333333333,20857.55553303116,253626075.05811575,81160344018.59705,5800429.13534669,81154543589.4617,33.33333333333333,2.1015654901674843,0.32710280373831774,DQN,5617
